PERIMETRE_SUPERIOR,APB_ID,NUMERO_PLANTES,US_EDIFICACIO,TIPUS_EDIFICACIO,LIT_DENOMINACIO,DENOMINACIO_TEXT,SEQENTITAT,SW_URN,DENOMINACIO_ANG,PUNT_BASE_ANG
"POLYGON ((2.175557864 41.365265351,2.175571543 41.365283329,2.175547691 41.365293634,2.175534012 41.365275656,2.175557864 41.365265351))","44938789","1",Seguretat,Construccio Modular,,,"635621",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44938789,,-0.41
"POLYGON ((2.173642871 41.363656027,2.173582365 41.363682156,2.173567499 41.36366262,2.173628005 41.363636491,2.173642871 41.363656027))","44937544","1",Instal·lacions de serveis,Construccio Modular,,,"636130",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44937544,,-0.411
"POLYGON ((2.17225286 41.36219871,2.172237983 41.362179183,2.17227947 41.362161259,2.172294347 41.362180786,2.17225286 41.36219871))","44927497","1",Seguretat,Construccio Modular,,,"634524",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44927497,,-0.412
"POLYGON ((2.173703377 41.363629898,2.173642871 41.363656027,2.173628005 41.363636491,2.173688511 41.363610362,2.173703377 41.363629898))","44937532","1",Indeterminat,Construccio Modular,,,"634607",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44937532,,-0.411
"POLYGON ((2.173582365 41.363682156,2.173521859 41.363708285,2.173506993 41.363688749,2.173567499 41.36366262,2.173582365 41.363682156))","44937556",,Indeterminat,Construccio Modular,,,"635241",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44937556,,-0.411
"POLYGON ((2.173729308 41.363618698,2.173703377 41.363629898,2.173688511 41.363610362,2.173714442 41.363599162,2.173729308 41.363618698))","44937520","1",Instal·lacions de serveis,Construccio Modular,,,"634832",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44937520,,-0.411
"POLYGON ((2.14392415 41.311258911,2.143926667 41.311259182,2.143933849 41.311266379,2.143933489 41.311268268,2.143922043 41.311274767,2.143919538 41.311274496,2.143912356 41.311267309,2.143912704 41.311265411,2.14392415 41.311258911))","41360696",,Seguretat,Construccio Modular,,,"251299",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360696,,-0.426
"POLYGON ((2.143784967 41.311119502,2.143787484 41.311119772,2.143794665 41.311126969,2.143794306 41.311128858,2.14378286 41.311135357,2.143780355 41.311135086,2.143773173 41.311127899,2.143773521 41.311126001,2.143784967 41.311119502))","41360679",,Seguretat,Construccio Modular,,,"251298",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360679,,-0.426
"POLYGON ((2.143889351 41.311224063,2.143891868 41.311224334,2.14389905 41.311231531,2.143898691 41.31123342,2.143887244 41.311239919,2.143884739 41.311239648,2.143877558 41.311232461,2.143877905 41.311230563,2.143889351 41.311224063))","41360667",,Seguretat,Construccio Modular,,,"251297",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360667,,-0.426
"POLYGON ((2.14040182 41.309580851,2.140438361 41.309617461,2.14026662 41.30971493,2.140230067 41.30967832,2.140257112 41.309662975,2.14040182 41.309580851))","41390050","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251385",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41390050,,-0.428
"POLYGON ((2.141221201 41.310339163,2.141181133 41.310361906,2.14112655 41.310307228,2.14116663 41.310284486,2.141221201 41.310339163))","41389158","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251383",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41389158,,-0.427
"POLYGON ((2.143604959 41.311730403,2.143629573 41.311716426,2.143841515 41.311928717,2.143816901 41.311942694,2.143604959 41.311730403))","41387351","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251382",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41387351,,-0.426
"POLYGON ((2.142625076 41.307623451,2.142750063 41.307552518,2.142768587 41.307571077,2.1426436 41.307642019,2.142625076 41.307623451))","41374604","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Subestacion electrica,Subestacion electrica,"251381",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41374604,,-0.426
"POLYGON ((2.143854564 41.311189206,2.143857082 41.311189477,2.143864263 41.311196674,2.143863904 41.311198563,2.143852458 41.311205062,2.143849952 41.311204791,2.143842771 41.311197604,2.143843118 41.311195706,2.143854564 41.311189206))","41360655",,Seguretat,Construccio Modular,,,"251296",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360655,,-0.426
"POLYGON ((2.143819766 41.311154349,2.143822283 41.31115462,2.143829464 41.311161817,2.143829105 41.311163706,2.143817659 41.311170205,2.143815154 41.311169934,2.143807972 41.311162747,2.143808319 41.311160849,2.143819766 41.311154349))","41360643",,Seguretat,Construccio Modular,,,"251295",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41360643,,-0.426
"POLYGON ((2.144168851 41.311504017,2.144171368 41.311504288,2.14417855 41.311511484,2.14417819 41.311513373,2.144166744 41.311519873,2.144164239 41.311519602,2.144157057 41.311512414,2.144157405 41.311510516,2.144168851 41.311504017))","41359795",,Seguretat,Construccio Modular,,,"251293",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359795,,-0.426
"POLYGON ((2.144100463 41.309101335,2.144225451 41.3090304,2.144243976 41.309048959,2.144118988 41.309119902,2.144100463 41.309101335))","41374592","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Subestacion electrica,Subestacion electrica,"251380",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41374592,,-0.426
"POLYGON ((2.174538244 41.36558204,2.174550531 41.365576661,2.174586576 41.365623389,2.174560727 41.365634697,2.174555797 41.36563686,2.174519656 41.365590176,2.174538244 41.36558204))","44938515","1",Instal·lacions de serveis,Construccio Modular,,,"636349",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44938515,,-0.411
"POLYGON ((2.152472456 41.332906035,2.152548374 41.332879552,2.152561369 41.332900456,2.152485556 41.332927101,2.152472456 41.332906035))","45526088","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"670611",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45526088,,-0.422
"POLYGON ((2.15453946 41.346943074,2.154629966 41.34690079,2.154609018 41.346875334,2.154711553 41.346828103,2.154751727 41.346877138,2.154827899 41.346843333,2.154857951 41.346881088,2.154804682 41.346904703,2.154844586 41.346954267,2.154784108 41.346981657,2.154743715 41.34693199,2.154586815 41.34700252,2.15453946 41.346943074))","44953290","1",Oci,Edificació secundària o auxiliar,Can Oliver,Can Oliver,"636845",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ44953290,,-0.42
"POLYGON ((2.163665078 41.338038915,2.163611206 41.338052558,2.163588087 41.338000542,2.163642257 41.337987019,2.163665078 41.338038915))","45001673","1",Instal·lacions de serveis,Construccio Modular,,,"638637",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45001673,,-0.416
"POLYGON ((2.168285964 41.357905048,2.168270365 41.357881336,2.168288143 41.357874708,2.168303742 41.357898421,2.168285964 41.357905048))","45002166","1",Seguretat,Edificació secundària o auxiliar,,,"638590",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45002166,,-0.414
"POLYGON ((2.163677006 41.338066034,2.16369956 41.338117333,2.163671204 41.338124424,2.16364865 41.338073124,2.163677006 41.338066034))","45001661","1",Oficines,Construccio Modular,,,"638585",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45001661,,-0.416
"POLYGON ((2.16363863 41.338080933,2.163634612 41.338071806,2.163646734 41.338068777,2.163650752 41.338077922,2.16363863 41.338080933))","45001685","1",Instal·lacions de serveis,Construccio Modular,,,"638619",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45001685,,-0.416
"POLYGON ((2.156972852 41.351175647,2.15690584 41.35115325,2.156916925 41.351134416,2.156983937 41.351156822,2.156972852 41.351175647))","45574539","1",Seguretat,Construccio Modular,,,"673634",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45574539,,-0.419
"POLYGON ((2.149561848 41.34199098,2.149564939 41.342013377,2.149517392 41.342017107,2.149514301 41.341994709,2.149561848 41.34199098))","45577609","1",Magatzem,Construccio Modular,,,"673947",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45577609,,-0.423
"POLYGON ((2.145713613 41.308185163,2.145850212 41.308107629,2.145868749 41.308126187,2.145732138 41.308203721,2.145713613 41.308185163))","41374522","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Subestacion electrica,Subestacion electrica,"251378",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41374522,,-0.425
"POLYGON ((2.147295358 41.309769435,2.147431958 41.3096919,2.147450496 41.309710458,2.147313884 41.309787993,2.147295358 41.309769435))","41374504","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Subestacion electrica,Subestacion electrica,"251377",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41374504,,-0.424
"POLYGON ((2.145682178 41.310685647,2.145807167 41.310614711,2.145825693 41.310633269,2.145700703 41.310704214,2.145682178 41.310685647))","41374487","1",Instal·lacions de serveis,Edificació secundària o auxiliar,Subestacion electrica,Subestacion electrica,"251376",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41374487,,-0.425
"POLYGON ((2.140028768 41.307356838,2.140031285 41.307357109,2.140038466 41.307364306,2.140038106 41.307366194,2.140026661 41.307372694,2.140024155 41.307372423,2.140016975 41.307365235,2.140017322 41.307363337,2.140028768 41.307356838))","41364370",,Seguretat,Construccio Modular,,,"251373",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364370,,-0.428
"POLYGON ((2.144029667 41.311364607,2.144032184 41.311364878,2.144039365 41.311372075,2.144039006 41.311373964,2.14402756 41.311380463,2.144025055 41.311380192,2.144017873 41.311373005,2.144018221 41.311371107,2.144029667 41.311364607))","41359777",,Seguretat,Construccio Modular,,,"251292",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359777,,-0.426
"POLYGON ((2.144099265 41.311434312,2.144101782 41.311434583,2.144108963 41.311441779,2.144108604 41.311443668,2.144097158 41.311450168,2.144094653 41.311449897,2.144087471 41.31144271,2.144087818 41.311440812,2.144099265 41.311434312))","41359765",,Seguretat,Construccio Modular,,,"251291",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359765,,-0.426
"POLYGON ((2.144134052 41.311469169,2.144136569 41.31146944,2.14414375 41.311476636,2.144143391 41.311478525,2.144131945 41.311485025,2.14412944 41.311484754,2.144122258 41.311477566,2.144122606 41.311475668,2.144134052 41.311469169))","41359753",,Seguretat,Construccio Modular,,,"251290",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359753,,-0.426
"POLYGON ((2.144420723 41.311756318,2.14442324 41.311756589,2.144430422 41.311763785,2.144430063 41.311765674,2.144418616 41.311772174,2.144416111 41.311771903,2.14440893 41.311764716,2.144409277 41.311762818,2.144420723 41.311756318))","41359731",,Seguretat,Construccio Modular,,,"251289",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359731,,-0.426
"POLYGON ((2.144316337 41.311651757,2.144318854 41.311652028,2.144326036 41.311659224,2.144325677 41.311661113,2.144314231 41.311667612,2.144311725 41.311667342,2.144304544 41.311660154,2.144304891 41.311658256,2.144316337 41.311651757))","41359695",,Seguretat,Construccio Modular,,,"251286",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41359695,,-0.426
"POLYGON ((2.140063563 41.307391696,2.14006608 41.307391967,2.14007326 41.307399164,2.140072901 41.307401053,2.140061455 41.307407552,2.14005895 41.307407281,2.140051769 41.307400093,2.140052117 41.307398195,2.140063563 41.307391696))","41364340",,Seguretat,Construccio Modular,,,"251371",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364340,,-0.428
"POLYGON ((2.143210665 41.31495576,2.143253622 41.314921427,2.143275343 41.314936875,2.143232386 41.314971208,2.143210665 41.31495576))","45651828","1",Seguretat,Construccio Modular,Garita Control,Garita Control,"675818",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45651828,,-0.426
"POLYGON ((2.184702617 41.377444367,2.184748542 41.377454618,2.184690038 41.377603333,2.184644566 41.377593184,2.184644089 41.377593081,2.184702617 41.377444367))","45767007","1",Magatzem,Construccio Modular,,,"679170",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45767007,,-0.406
"POLYGON ((2.184045406 41.379266135,2.183999393 41.379256135,2.184056566 41.379107006,2.184102542 41.379117114,2.184045406 41.379266135))","45767045","1",Magatzem,Construccio Modular,,,"679318",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45767045,,-0.406
"POLYGON ((2.183975236 41.379318386,2.184021212 41.379328503,2.183963492 41.379477295,2.183917516 41.379467178,2.183975236 41.379318386))","45767057","1",Magatzem,Construccio Modular,,,"679184",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45767057,,-0.406
"POLYGON ((2.184726405 41.377382815,2.184784437 41.377232665,2.184830162 41.377242681,2.184772393 41.377392896,2.184726405 41.377382815))","45766950","1",Magatzem,Construccio Modular,,,"679250",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ45766950,,-0.406
"POLYGON ((2.140098346 41.307426554,2.140100863 41.307426825,2.140108043 41.307434022,2.140107684 41.307435911,2.140096238 41.30744241,2.140093733 41.307442139,2.140086552 41.307434951,2.1400869 41.307433053,2.140098346 41.307426554))","41364328",,Seguretat,Construccio Modular,,,"251370",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364328,,-0.428
"POLYGON ((2.140343006 41.307671667,2.140345523 41.307671938,2.140352704 41.307679135,2.140352344 41.307681024,2.140340898 41.307687523,2.140338393 41.307687252,2.140331213 41.307680065,2.14033156 41.307678167,2.140343006 41.307671667))","41364293",,Seguretat,Construccio Modular,,,"251368",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364293,,-0.428
"POLYGON ((2.140308223 41.307636809,2.14031074 41.30763708,2.140317921 41.307644277,2.140317561 41.307646166,2.140306115 41.307652665,2.14030361 41.307652394,2.14029643 41.307645207,2.140296777 41.307643309,2.140308223 41.307636809))","41364281",,Seguretat,Construccio Modular,,,"251367",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364281,,-0.428
"POLYGON ((2.140273428 41.307601951,2.140275945 41.307602222,2.140283126 41.307609419,2.140282766 41.307611308,2.14027132 41.307617807,2.140268815 41.307617536,2.140261635 41.307610349,2.140261982 41.307608451,2.140273428 41.307601951))","41364269",,Seguretat,Construccio Modular,,,"251366",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364269,,-0.428
"POLYGON ((2.140587692 41.30791678,2.140590209 41.307917051,2.14059739 41.307924248,2.14059703 41.307926137,2.140585585 41.307932636,2.140583079 41.307932365,2.140575899 41.307925178,2.140576246 41.30792328,2.140587692 41.30791678))","41364228",,Seguretat,Construccio Modular,,,"251363",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364228,,-0.427
"POLYGON ((2.140622487 41.307951629,2.140625004 41.3079519,2.140632185 41.307959097,2.140631826 41.307960986,2.14062038 41.307967485,2.140617875 41.307967214,2.140610694 41.307960027,2.140611041 41.307958129,2.140622487 41.307951629))","41364192",,Seguretat,Construccio Modular,,,"251360",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364192,,-0.427
"POLYGON ((2.140797585 41.308127026,2.140800102 41.308127297,2.140807282 41.308134494,2.140806923 41.308136383,2.140795477 41.308142882,2.140792972 41.308142611,2.140785791 41.308135423,2.140786139 41.308133525,2.140797585 41.308127026))","41364169",,Seguretat,Construccio Modular,,,"251359",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364169,,-0.427
"POLYGON ((2.140762789 41.308092168,2.140765306 41.308092439,2.140772487 41.308099636,2.140772128 41.308101525,2.140760682 41.308108024,2.140758177 41.308107753,2.140750996 41.308100565,2.140751343 41.308098667,2.140762789 41.308092168))","41364145",,Seguretat,Construccio Modular,,,"251357",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364145,,-0.427
"POLYGON ((2.140832368 41.308161884,2.140834885 41.308162155,2.140842066 41.308169351,2.140841707 41.30817124,2.140830261 41.30817774,2.140827756 41.308177469,2.140820575 41.308170281,2.140820922 41.308168383,2.140832368 41.308161884))","41364115",,Seguretat,Construccio Modular,,,"251355",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364115,,-0.427
"POLYGON ((2.141042262 41.308372138,2.141044779 41.308372409,2.14105196 41.308379606,2.141051601 41.308381495,2.141040155 41.308387994,2.14103765 41.308387723,2.141030469 41.308380535,2.141030816 41.308378637,2.141042262 41.308372138))","41364098",,Seguretat,Construccio Modular,,,"251354",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41364098,,-0.427
"POLYGON ((2.172667825 41.317411422,2.172665932 41.31741185,2.172664004 41.317412142,2.172662005 41.317412452,2.172659972 41.317412618,2.172657879 41.317412783,2.172655776 41.317412804,2.172653625 41.317412824,2.172651476 41.317412683,2.172649292 41.317412541,2.172647133 41.317412228,2.172644939 41.317411915,2.172642794 41.31741144,2.172640626 41.317410956,2.172638543 41.317410302,2.172636437 41.317409647,2.17263444 41.31740884,2.172632443 41.317408024,2.172630567 41.317407056,2.172628703 41.317406097,2.172626985 41.317405003,2.172625278 41.317403919,2.172623728 41.317402701,2.17262219 41.31740151,2.172620833 41.317400203,2.172619499 41.317398932,2.172618345 41.317397564,2.172617203 41.317396232,2.172616253 41.31739482,2.172615314 41.317393453,2.172614568 41.317392024,2.172613833 41.317390641,2.172613265 41.317389213,2.172612698 41.317387786,2.17261231 41.317386333,2.172611899 41.317384826,2.172611679 41.317383293,2.17261146 41.317381715,2.172611433 41.31738013,2.172611405 41.317378508,2.172611593 41.317376888,2.172611781 41.317375241,2.172612196 41.317373614,2.172612611 41.317371959,2.172613241 41.317370342,2.172613883 41.317368708,2.172614751 41.317367137,2.172615619 41.317365549,2.17261669 41.317364044,2.172617772 41.317362538,2.172619056 41.317361124,2.172620329 41.317359719,2.172621779 41.317358424,2.172623217 41.317357137,2.172624833 41.317355968,2.172626412 41.317354809,2.172628146 41.317353785,2.172629831 41.31735278,2.172631646 41.31735191,2.172633413 41.317351049,2.172635286 41.317350333,2.172637099 41.317349625,2.172638994 41.317349062,2.172640829 41.317348508,2.172642722 41.31734808,2.172644616 41.317347652,2.172646543 41.31734736,2.172648542 41.31734705,2.172650575 41.317346884,2.172652668 41.317346719,2.172654771 41.317346698,2.172656922 41.317346678,2.172659071 41.317346819,2.172661256 41.317346961,2.172663414 41.317347274,2.172665609 41.317347587,2.172667753 41.317348062,2.172669922 41.317348546,2.172672004 41.3173492,2.172674111 41.317349855,2.172676108 41.317350662,2.172678105 41.317351478,2.17267998 41.317352446,2.172681844 41.317353405,2.172683562 41.317354499,2.172685269 41.317355583,2.172686819 41.317356801,2.172688357 41.317357992,2.172689714 41.317359299,2.172691049 41.317360569,2.172692202 41.317361938,2.172693344 41.31736327,2.172694294 41.317364682,2.172695233 41.317366049,2.172695979 41.317367478,2.172696715 41.317368861,2.172697282 41.317370288,2.172697849 41.317371716,2.172698237 41.317373169,2.172698648 41.317374676,2.172698868 41.317376209,2.172699087 41.317377787,2.172699115 41.317379372,2.172699142 41.317380994,2.172698954 41.317382614,2.172698766 41.317384261,2.172698351 41.317385888,2.172697936 41.317387543,2.172697306 41.31738916,2.172696664 41.317390794,2.172695796 41.317392364,2.172694928 41.317393953,2.172693857 41.317395458,2.172692775 41.317396964,2.172691491 41.317398378,2.172690219 41.317399783,2.172688768 41.317401078,2.17268733 41.317402365,2.172685715 41.317403534,2.172684135 41.317404693,2.172682401 41.317405717,2.172680716 41.317406722,2.172678901 41.317407592,2.172677134 41.317408453,2.172675261 41.317409169,2.172673448 41.317409877,2.172671553 41.31741044,2.172669718 41.317410994,2.172667825 41.317411422))","46198767",,Instal·lacions de serveis,No classificat,,,"686789",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ46198767,,-0.411
